"date","ab_hosp_occupancy_for_with","ab_hosp_occupancy_for","ab_icu_occupancy_for_with","ab_icu_occupancy_for","mb_hosp_occupancy_in_province","mb_icu_occupancy_in_province","mb_icu_occupancy_out_of_province","mb_hosp_occupancy_total","mb_icu_occupancy_total","nb_hosp_occupancy_for_with","nb_hosp_occupancy_for","nb_icu_occupancy_for_with","nb_icu_occupancy_for","nb_total_hosp_admissions","nb_total_hosp_discharged","qc_hosp_admissions_for_with","qc_hosp_admissions_for","qc_hosp_admissions_with","qc_icu_admissions_for_with","qc_icu_admissions_for","qc_icu_admissions_with","sk_hosp_occupancy_total","sk_hosp_occupancy_covid_related_illness","sk_hosp_occupancy_incidental_infection","sk_hosp_occupancy_patient_under_investigation","sk_icu_occupancy","sk_hosp_admissions_daily_avg_past_7_days"
2022-04-17,1144,648,42,32,,,,,,,,,,,,179,91,88,11,7,4,,,,,,
2022-04-18,1190,672,47,34,,,,,,,,,,,,164,97,67,14,6,8,,,,,,
2022-04-19,1204,681,49,37,,,,,,,,,,,,192,94,98,10,5,5,,,,,,
2022-04-20,1208,682,50,38,,,,,,,,,,,,181,82,99,10,3,7,417,160,225,32,25,31
2022-04-21,1224,687,47,36,,,,,,,,,,,,222,118,104,10,3,7,,,,,,
2022-04-22,1243,704,46,38,,,,,,,,,,,,204,94,110,17,10,7,,,,,,
2022-04-23,1219,686,48,41,,,,,,,,,,,,206,101,105,12,9,3,,,,,,
2022-04-24,1253,700,48,37,,,,,,,,,,,,142,73,69,10,7,3,,,,,,
2022-04-25,1302,716,54,41,,,,,,,,,,,,150,79,71,15,9,6,,,,,,
2022-04-26,1306,715,54,44,,,,,,,,,,,,226,118,108,15,9,6,,,,,,
2022-04-27,1300,699,54,39,,,,,,,,,,,,173,81,92,12,6,6,409,166,231,12,20,35
2022-04-28,1275,682,51,38,,,,,,,,,,,,183,91,92,13,8,5,,,,,,
2022-04-29,1263,682,49,39,,,,,,,,,,,,155,72,83,10,4,6,,,,,,
2022-04-30,1227,655,44,37,,,,,,,,,,,,186,100,86,8,6,2,,,,,,
2022-05-01,1277,685,45,38,,,,,,,,,,,,124,66,58,10,4,6,,,,,,
2022-05-02,1336,711,49,38,,,,,,,,,,,,113,60,53,8,5,3,,,,,,
2022-05-03,1347,720,55,42,,,,,,,,,,,,144,73,71,6,2,4,,,,,,
2022-05-04,1308,704,50,40,,,,,,,,,,,,134,60,74,8,3,5,390,135,237,18,20,29
2022-05-05,1301,702,47,38,,,,,,,,,,,,141,75,66,12,6,6,,,,,,
2022-05-06,1271,673,43,36,,,,,,,,,,,,122,53,69,7,3,4,,,,,,
2022-05-07,1218,640,38,30,,,,,,,,,,,,122,56,66,9,2,7,,,,,,
2022-05-08,1245,652,38,29,,,,,,,,,,,,90,33,57,12,6,6,,,,,,
2022-05-09,1276,666,40,28,,,,,,,,,,,,85,38,47,7,3,4,,,,,,
2022-05-10,1263,649,41,29,,,,,,,,,,,,103,48,55,9,3,6,,,,,,
2022-05-11,1237,621,37,29,,,,,,,,,,,,111,45,66,5,1,4,321,125,186,10,16,25
2022-05-12,1221,617,36,26,,,,,,,,,,,,118,53,65,5,2,3,,,,,,
2022-05-13,1197,611,39,30,,,,,,,,,,,,104,50,54,6,4,2,,,,,,
2022-05-14,1170,597,38,28,,,,,,,,,,,,110,39,71,5,0,5,,,,,,
2022-05-15,1183,602,41,29,,,,,,,,,,,,88,36,52,6,3,3,,,,,,
2022-05-16,1210,613,42,28,,,,,,,,,,,,81,35,46,2,0,2,,,,,,
2022-05-17,1215,611,39,26,,,,,,,,,,,,87,42,45,4,3,1,,,,,,
2022-05-18,1185,588,37,25,,,,,,,,,,,,97,45,52,3,2,1,270,97,164,9,14,20
2022-05-19,1172,584,37,25,,,,,,,,,,,,87,34,53,5,3,2,,,,,,
2022-05-20,1095,543,34,25,,,,,,,,,,,,75,21,54,9,1,8,,,,,,
2022-05-21,1064,525,31,24,,,,,,,,,,,,77,22,55,6,2,4,,,,,,
2022-05-22,1065,529,30,23,,,,,,,,,,,,50,27,23,6,5,1,,,,,,
2022-05-23,1079,540,31,24,,,,,,,,,,,,56,16,40,4,0,4,,,,,,
2022-05-24,1097,545,31,24,,,,,,,,,,,,60,26,34,3,0,3,,,,,,
2022-05-25,1073,536,26,21,,,,,,,,,,,,63,17,46,5,2,3,258,90,150,18,10,16
2022-05-26,1031,512,32,24,,,,,,,,,,,,72,29,43,3,0,3,,,,,,
2022-05-27,1001,491,35,28,,,,,,,,,,,,80,23,57,3,0,3,,,,,,
2022-05-28,958,468,33,27,,,,,,,,,,,,71,26,45,4,2,2,,,,,,
2022-05-29,949,474,34,26,,,,,,,,,,,,68,22,46,7,5,2,,,,,,
2022-05-30,951,483,34,26,,,,,,,,,,,,46,16,30,8,5,3,,,,,,
2022-05-31,943,475,32,25,,,,,,,,,,,,63,14,49,3,0,3,,,,,,
2022-06-01,905,452,33,25,,,,,,,,,,,,68,22,46,3,2,1,232,68,151,13,6,14
2022-06-02,871,436,32,23,,,,,,,,,,,,63,18,45,3,0,3,,,,,,
2022-06-03,864,433,32,23,,,,,,,,,,,,72,24,48,5,2,3,,,,,,
2022-06-04,828,418,30,21,,,,,,,,,,,,79,16,63,4,2,2,,,,,,
2022-06-05,829,417,28,21,,,,,,,,,,,,45,10,35,4,0,4,,,,,,
2022-06-06,844,419,25,19,,,,,,,,,,,,49,13,36,3,0,3,,,,,,
2022-06-07,821,412,22,18,,,,,,,,,,,,70,19,51,5,0,5,,,,,,
2022-06-08,792,396,22,20,,,,,,,,,,,,84,28,56,6,2,4,187,56,118,13,10,15
2022-06-09,771,378,19,16,,,,,,,,,,,,81,19,62,4,0,4,,,,,,
2022-06-10,767,377,22,17,,,,,,,,,,,,72,32,40,1,1,0,,,,,,
2022-06-11,742,367,25,20,,,,,,,,,,,,76,25,51,2,1,1,,,,,,
2022-06-12,735,365,22,17,,,,,,,,,,,,75,30,45,6,3,3,,,,,,
2022-06-13,739,368,19,13,,,,,,,,,,,,69,29,40,3,1,2,,,,,,
2022-06-14,719,362,21,12,,,,,,,,,,,,84,27,57,6,2,4,,,,,,
2022-06-15,706,356,21,12,,,,,,,,,,,,93,37,56,2,2,0,165,51,106,8,6,13
2022-06-16,691,346,17,8,,,,,,,,,,,,107,38,69,5,3,2,,,,,,
2022-06-17,678,345,14,8,,,,,,,,,,,,105,37,68,5,1,4,,,,,,
2022-06-18,663,342,18,11,,,,,,,,,,,,94,36,58,5,2,3,,,,,,
2022-06-19,666,346,17,10,,,,,,,,,,,,87,37,50,5,1,4,,,,,,
2022-06-20,682,350,18,11,,,,,,,,,,,,62,23,39,3,1,2,,,,,,
2022-06-21,674,351,20,13,,,,,,,,,,,,115,37,78,5,2,3,,,,,,
2022-06-22,660,344,15,9,,,,,,,,,,,,124,42,82,2,1,1,157,46,108,3,5,11
2022-06-23,651,338,17,12,,,,,,,,,,,,122,58,64,4,1,3,,,,,,
2022-06-24,632,324,15,10,,,,,,,,,,,,137,54,83,9,4,5,,,,,,
2022-06-25,609,309,15,8,,,,,,,,,,,,103,40,63,5,4,1,,,,,,
2022-06-26,605,310,15,8,,,,,,,,,,,,105,41,64,7,3,4,,,,,,
2022-06-27,602,303,13,7,,,,,,,,,,,,89,43,46,4,2,2,,,,,,
2022-06-28,584,288,14,8,,,,,,,,,,,,118,52,66,10,7,3,,,,,,
2022-06-29,576,289,14,7,,,,,,,,,,,,150,48,102,7,3,4,119,30,79,10,4,9
2022-06-30,562,277,16,7,,,,,,,,,,,,171,64,107,7,3,4,,,,,,
2022-07-01,555,280,15,8,,,,,,,,,,,,169,58,111,11,6,5,,,,,,
2022-07-02,564,293,17,8,,,,,,,,,,,,142,75,67,3,2,1,,,,,,
2022-07-03,571,302,19,10,,,,,,,,,,,,137,61,76,6,4,2,,,,,,
2022-07-04,592,313,23,13,,,,,,,,,,,,142,62,80,8,5,3,,,,,,
2022-07-05,595,315,19,10,,,,,,,,,,,,164,73,91,8,4,4,,,,,,
2022-07-06,575,295,21,9,,,,,,,,,,,,175,69,106,12,7,5,,,,,,
2022-07-07,573,294,21,10,,,,,,,,,,,,180,80,100,8,3,5,,,,,,
2022-07-08,563,292,18,10,,,,,,,,,,,,205,62,143,9,5,4,,,,,,
2022-07-09,544,285,19,11,,,,,,,,,,,,166,74,92,3,1,2,,,,,,
2022-07-10,555,293,16,9,,,,,,,,,,,,131,58,73,3,0,3,,,,,,
2022-07-11,573,304,17,10,,,,,,,,,,,,120,55,65,5,0,5,,,,,,
2022-07-12,562,291,22,13,,,,,,,,,,,,203,84,119,10,6,4,,,,,,
2022-07-13,550,283,25,14,,,,,,,,,,,,190,88,102,12,6,6,,,,,,
2022-07-14,552,280,25,15,,,,,,,,,,,,192,88,104,7,6,1,,,,,,
2022-07-15,554,280,20,12,,,,,,,,,,,,178,71,107,7,2,5,,,,,,
2022-07-16,561,281,22,14,,,,,,,,,,,,210,82,128,16,8,8,,,,,,
2022-07-17,578,295,26,18,,,,,,,,,,,,149,71,78,9,4,5,,,,,,
2022-07-18,602,313,27,21,,,,,,,,,,,,154,82,72,11,7,4,,,,,,
2022-07-19,595,316,27,22,,,,,,,,,,,,214,94,120,13,4,9,,,,,,
2022-07-20,591,316,25,21,,,,,,,,,,,,203,86,117,9,6,3,,,,,,
2022-07-21,592,311,21,17,,,,,,,,,,,,205,91,114,14,8,6,,,,,,
2022-07-22,606,316,23,18,,,,,,,,,,,,203,93,110,12,6,6,,,,,,
2022-07-23,624,327,24,20,,,,,,,,,,,,181,78,103,5,3,2,,,,,,
2022-07-24,655,338,26,22,,,,,,,,,,,,154,77,77,9,3,6,,,,,,
2022-07-25,686,355,27,21,,,,,,,,,,,,161,71,90,12,7,5,,,,,,
2022-07-26,705,358,25,20,,,,,,,,,,,,203,78,125,14,5,9,,,,,,
2022-07-27,713,357,25,20,,,,,,,,,,,,175,73,102,8,5,3,,,,,,
2022-07-28,739,369,22,16,,,,,,,,,,,,170,68,102,7,4,3,,,,,,
2022-07-29,738,363,22,16,,,,,,,,,,,,194,83,111,11,5,6,,,,,,
2022-07-30,725,349,21,16,,,,,,,,,,,,155,64,91,5,3,2,,,,,,
2022-07-31,739,358,26,21,,,,,,,,,,,,123,65,58,6,5,1,,,,,,
2022-08-01,750,360,28,22,,,,,,,,,,,,134,57,77,14,7,7,,,,,,
2022-08-02,771,376,26,20,,,,,,,,,,,,135,56,79,8,4,4,,,,,,
2022-08-03,757,365,24,17,,,,,,,,,,,,151,53,98,10,2,8,,,,,,
2022-08-04,772,364,23,13,,,,,,,,,,,,184,87,97,9,3,6,,,,,,
2022-08-05,772,356,32,17,,,,,,,,,,,,149,63,86,8,4,4,,,,,,
2022-08-06,762,346,29,17,,,,,,,,,,,,147,74,73,10,6,4,,,,,,
2022-08-07,778,349,27,15,,,,,,,,,,,,118,51,67,8,5,3,,,,,,
2022-08-08,807,363,29,16,,,,,,,,,,,,118,54,64,7,1,6,,,,,,
2022-08-09,789,359,30,19,,,,,,,,,,,,150,66,84,11,6,5,,,,,,
2022-08-10,795,361,31,21,,,,,,,,,,,,143,61,82,9,2,7,,,,,,
2022-08-11,805,358,32,19,,,,,,,,,,,,151,63,88,14,7,7,,,,,,
2022-08-12,809,360,30,19,,,,,,,,,,,,144,72,72,8,3,5,,,,,,
2022-08-13,803,357,31,19,,,,,,,,,,,,112,48,64,3,1,2,,,,,,
2022-08-14,829,376,30,18,,,,,,,,,,,,101,47,54,10,2,8,,,,,,
2022-08-15,866,401,31,19,,,,,,,,,,,,92,45,47,4,2,2,,,,,,
2022-08-16,872,414,32,19,,,,,,,,,,,,138,55,83,7,3,4,,,,,,
2022-08-17,895,430,34,21,,,,,,,,,,,,136,59,77,10,3,7,,,,,,
2022-08-18,864,406,27,15,,,,,,,,,,,,132,47,85,11,6,5,,,,,,
2022-08-19,852,402,30,18,,,,,,,,,,,,134,64,70,6,6,0,,,,,,
2022-08-20,852,395,25,14,,,,,,,,,,,,131,56,75,5,4,1,,,,,,
2022-08-21,859,392,25,15,,,,,,,,,,,,103,47,56,7,3,4,,,,,,
2022-08-22,897,409,29,18,,,,,,,,,,,,102,56,46,7,4,3,,,,,,
2022-08-23,904,414,30,19,,,,,,,,,,,,111,50,61,6,3,3,,,,,,
2022-08-24,893,401,31,19,,,,,,,,,,,,113,58,55,9,3,6,,,,,,
2022-08-25,889,402,26,17,,,,,,,,,,,,120,47,73,9,6,3,,,,,,
2022-08-26,885,396,34,22,,,,,,,,,,,,101,46,55,4,1,3,,,,,,
2022-08-27,858,382,29,21,,,,,,,,,,,,111,44,67,5,4,1,,,,,,
2022-08-28,867,388,26,20,,,,,,,,,,,,91,35,56,3,1,2,,,,,,
2022-08-29,880,394,20,16,,,,,,,,,,,,79,36,43,6,2,4,,,,,,
2022-08-30,871,382,21,17,,,,,,,,,,,,85,42,43,6,5,1,,,,,,
2022-08-31,840,355,20,14,,,,,,,,,,,,110,52,58,4,1,3,,,,,,
2022-09-01,837,347,19,10,,,,,,,,,,,,109,33,76,5,1,4,,,,,,
2022-09-02,826,345,22,12,,,,,,,,,,,,107,45,62,3,3,0,,,,,,
2022-09-03,797,334,21,13,,,,,,,,,,,,95,31,64,2,1,1,,,,,,
2022-09-04,802,338,22,14,,,,,,,,,,,,86,31,55,6,1,5,,,,,,
2022-09-05,833,362,20,13,,,,,,,,,,,,84,40,44,2,2,0,,,,,,
2022-09-06,846,362,17,10,,,,,,,,,,,,90,30,60,4,3,1,,,,,,
2022-09-07,842,362,17,9,,,,,,,,,,,,101,43,58,1,0,1,,,,,,
2022-09-08,845,361,17,9,,,,,,,,,,,,98,46,52,4,2,2,,,,,,
2022-09-09,832,361,18,10,,,,,,,,,,,,131,46,85,11,6,5,,,,,,
2022-09-10,819,355,20,12,,,,,,,,,,,,134,50,84,5,0,5,,,,,,
2022-09-11,822,356,27,16,,,,,,,,,,,,102,35,67,7,4,3,,,,,,
2022-09-12,866,374,26,15,,,,,,,,,,,,103,32,71,7,2,5,,,,,,
2022-09-13,867,366,23,13,,,,,,,,,,,,124,47,77,8,3,5,,,,,,
2022-09-14,876,374,21,13,,,,,,,,,,,,125,43,82,7,2,5,,,,,,
2022-09-15,872,374,21,12,,,,,,,,,,,,116,44,72,10,5,5,,,,,,
2022-09-16,888,376,26,16,,,,,,,,,,,,114,36,78,4,1,3,,,,,,
2022-09-17,883,368,28,17,,,,,,,,,,,,107,46,61,6,2,4,,,,,,
2022-09-18,902,375,27,17,,,,,,,,,,,,84,32,52,2,1,1,,,,,,
2022-09-19,937,389,29,19,,,,,,,,,,,,98,43,55,1,0,1,,,,,,
2022-09-20,949,389,28,19,,,,,,,,,,,,106,38,68,6,2,4,,,,,,
2022-09-21,954,382,30,21,,,,,,,,,,,,137,53,84,8,1,7,,,,,,
2022-09-22,973,394,32,23,,,,,,,,,,,,128,54,74,5,1,4,,,,,,
2022-09-23,980,399,37,25,,,,,,,,,,,,144,55,89,6,2,4,,,,,,
2022-09-24,985,405,38,26,,,,,,,,,,,,140,52,88,7,2,5,,,,,,
2022-09-25,1014,410,38,23,,,,,,,,,,,,91,29,62,8,1,7,,,,,,
2022-09-26,1031,415,40,25,,,,,,,,,,,,92,38,54,6,3,3,,,,,,
2022-09-27,1018,414,41,25,,,,,,,,,,,,110,38,72,5,3,2,,,,,,
2022-09-28,1020,413,41,24,,,,,,,,,,,,168,58,110,8,2,6,,,,,,
2022-09-29,1027,414,38,21,,,,,,,,,,,,149,50,99,7,4,3,,,,,,
2022-09-30,1036,430,33,20,,,,,,,,,,,,135,58,77,6,1,5,,,,,,
2022-10-01,1027,426,27,16,,,,,,,,,,,,173,65,108,5,1,4,,,,,,
2022-10-02,1038,433,33,18,,,,,,,,,,,,132,47,85,4,1,3,,,,,,
2022-10-03,1055,443,33,16,,,,,,,,,,,,106,42,64,11,4,7,,,,,,
2022-10-04,1055,445,32,15,,,,,,,,,,,,143,45,98,4,1,3,,,,,,
2022-10-05,1042,431,31,14,,,,,,,,,,,,159,41,118,3,1,2,,,,,,
2022-10-06,1031,425,30,15,,,,,,,,,,,,168,65,103,4,2,2,,,,,,
2022-10-07,1015,425,31,16,,,,,,,,,,,,171,76,95,9,1,8,,,,,,
2022-10-08,1018,440,29,16,,,,,,,,,,,,155,68,87,3,0,3,,,,,,
2022-10-09,1028,447,28,14,,,,,,,,,,,,136,63,73,10,7,3,,,,,,
2022-10-10,1054,459,30,16,,,,,,,,,,,,108,47,61,8,2,6,,,,,,
2022-10-11,1094,487,32,20,,,,,,,,,,,,118,43,75,7,2,5,,,,,,
2022-10-12,1104,485,30,19,,,,,,,,,,,,176,66,110,12,7,5,,,,,,
2022-10-13,1102,489,30,20,,,,,,,,,,,,137,55,82,7,2,5,,,,,,
2022-10-14,1101,491,33,20,,,,,,,,,,,,159,71,88,8,4,4,,,,,,
2022-10-15,1070,482,37,23,,,,,,,,,,,,161,73,88,4,2,2,,,,,,
2022-10-16,1099,495,35,22,,,,,,,,,,,,124,49,75,9,2,7,,,,,,
2022-10-17,1115,504,32,19,,,,,,,,,,,,120,48,72,11,4,7,,,,,,
2022-10-18,1123,504,30,17,,,,,,,,,,,,162,62,100,8,4,4,,,,,,
2022-10-19,1134,509,31,20,,,,,,,,,,,,145,60,85,6,3,3,,,,,,
2022-10-20,1118,505,33,22,,,,,,,,,,,,131,61,70,8,6,2,,,,,,
2022-10-21,1124,507,32,20,,,,,,,,,,,,126,55,71,10,4,6,,,,,,
2022-10-22,1112,497,30,18,,,,,,,,,,,,134,48,86,4,1,3,,,,,,
2022-10-23,1129,509,30,18,,,,,,,,,,,,109,53,56,9,5,4,,,,,,
2022-10-24,1164,521,30,18,,,,,,,,,,,,99,50,49,6,6,0,,,,,,
2022-10-25,1163,526,28,17,,,,,,,,,,,,123,58,65,8,5,3,,,,,,
2022-10-26,1142,507,28,18,,,,,,,,,,,,144,58,86,5,3,2,,,,,,
2022-10-27,1128,500,28,18,,,,,,,,,,,,145,61,84,9,6,3,,,,,,
2022-10-28,1112,492,28,18,,,,,,,,,,,,137,50,87,8,4,4,,,,,,
2022-10-29,1094,479,27,14,,,,,,,,,,,,133,57,76,10,5,5,,,,,,
2022-10-30,1112,492,25,13,,,,,,,,,,,,96,35,61,9,2,7,,,,,,
2022-10-31,1131,503,25,13,,,,,,,,,,,,78,32,46,2,1,1,,,,,,
2022-11-01,1141,512,25,14,,,,,,,,,,,,136,53,83,5,3,2,,,,,,
2022-11-02,1131,505,29,16,,,,,,,,,,,,150,66,84,11,6,5,,,,,,
2022-11-03,1147,512,27,17,,,,,,,,,,,,132,39,93,8,3,5,,,,,,
2022-11-04,1129,505,28,18,,,,,,,,,,,,133,60,73,2,0,2,,,,,,
2022-11-05,1108,502,31,18,,,,,,,,,,,,140,62,78,12,6,6,,,,,,
2022-11-06,1114,498,37,19,,,,,,,,,,,,110,46,64,3,1,2,,,,,,
2022-11-07,1145,506,41,19,,,,,,,,,,,,95,45,50,7,2,5,,,,,,
2022-11-08,1152,516,34,13,,,,,,,,,,,,145,58,87,3,2,1,,,,,,
2022-11-09,1124,506,33,15,,,,,,,,,,,,139,55,84,8,3,5,,,,,,
2022-11-10,1119,505,30,15,,,,,,,,,,,,141,66,75,7,3,4,,,,,,
2022-11-11,1126,500,35,16,,,,,,,,,,,,127,45,82,4,1,3,,,,,,
2022-11-12,1138,514,37,17,,,,,,,,,,,,139,58,81,6,2,4,,,,,,
2022-11-13,1172,533,41,18,,,,,,,,,,,,99,35,64,4,1,3,,,,,,
2022-11-14,1197,544,43,19,,,,,,,,,,,,88,33,55,6,1,5,,,,,,
2022-11-15,1170,523,45,22,,,,,,,,,,,,130,52,78,7,2,5,,,,,,
2022-11-16,1170,515,47,21,,,,,,,,,,,,132,59,73,6,5,1,,,,,,
2022-11-17,1156,508,49,23,,,,,,,,,,,,122,42,80,7,2,5,,,,,,
2022-11-18,1135,485,47,22,,,,,,,,,,,,122,41,81,6,4,2,,,,,,
2022-11-19,1109,474,43,21,,,,,,,,,,,,151,60,91,6,2,4,,,,,,
2022-11-20,1130,479,39,20,,,,,,,,,,,,100,44,56,3,2,1,,,,,,
2022-11-21,1179,506,40,23,,,,,,,,,,,,106,36,70,7,3,4,,,,,,
2022-11-22,1188,509,44,24,,,,,,,,,,,,140,60,80,8,5,3,,,,,,
2022-11-23,1182,502,49,27,,,,,,,,,,,,152,55,97,7,3,4,,,,,,
2022-11-24,1171,496,48,26,,,,,,,,,,,,151,64,87,11,5,6,,,,,,
2022-11-25,1133,490,48,26,,,,,,,,,,,,144,56,88,5,2,3,,,,,,
2022-11-26,1098,482,45,22,,,,,,,,,,,,137,48,89,7,0,7,,,,,,
2022-11-27,1111,491,45,24,,,,,,,,,,,,119,41,78,5,1,4,,,,,,
2022-11-28,1136,506,47,27,,,,,,,,,,,,114,46,68,8,5,3,,,,,,
2022-11-29,1116,491,45,25,,,,,,,,,,,,142,64,78,9,5,4,,,,,,
2022-11-30,1106,474,41,21,,,,,,,,,,,,167,68,99,7,3,4,,,,,,
2022-12-01,1104,475,40,21,,,,,,,,,,,,138,61,77,3,2,1,,,,,,
2022-12-02,1093,473,40,20,,,,,,,,,,,,149,62,87,6,2,4,,,,,,
2022-12-03,1053,448,41,21,,,,,,,,,,,,161,60,101,4,1,3,,,,,,
2022-12-04,1078,458,40,23,,,,,,,,,,,,120,54,66,12,6,6,,,,,,
2022-12-05,1098,465,41,22,,,,,,,,,,,,96,52,44,7,4,3,,,,,,
2022-12-06,1088,466,41,24,,,,,,,,,,,,131,58,73,10,3,7,,,,,,
2022-12-07,1078,464,43,27,,,,,,,,,,,,143,54,89,7,4,3,,,,,,
2022-12-08,1071,461,40,25,,,,,,,,,,,,177,58,119,9,4,5,,,,,,
2022-12-09,1057,460,46,27,,,,,,,,,,,,159,65,94,6,0,6,,,,,,
2022-12-10,1024,441,46,28,,,,,,,,,,,,158,73,85,9,4,5,,,,,,
2022-12-11,1026,444,40,26,,,,,,,,,,,,112,55,57,10,6,4,,,,,,
2022-12-12,1040,457,43,27,,,,,,,,,,,,117,48,69,13,8,5,,,,,,
2022-12-13,1019,436,41,23,,,,,,,,,,,,154,70,84,8,1,7,,,,,,
2022-12-14,995,417,39,21,,,,,,,,,,,,151,75,76,10,4,6,,,,,,
2022-12-15,978,415,37,19,,,,,,,,,,,,175,89,86,10,8,2,,,,,,
2022-12-16,971,412,41,20,,,,,,,,,,,,161,74,87,8,5,3,,,,,,
2022-12-17,928,386,38,22,,,,,,,,,,,,158,65,93,9,5,4,,,,,,
2022-12-18,936,393,30,20,,,,,,,,,,,,119,51,68,7,1,6,,,,,,
2022-12-19,961,408,35,23,,,,,,,,,,,,118,56,62,6,1,5,,,,,,
2022-12-20,953,406,39,26,,,,,,,,,,,,140,70,70,6,2,4,,,,,,
2022-12-21,917,386,35,25,,,,,,,,,,,,176,82,94,6,3,3,,,,,,
2022-12-22,891,379,30,19,,,,,,,,,,,,156,48,108,10,6,4,,,,,,
2022-12-23,877,376,35,23,,,,,,,,,,,,153,63,90,9,6,3,,,,,,
2022-12-24,851,366,33,22,,,,,,,,,,,,129,57,72,5,2,3,,,,,,
2022-12-25,851,375,38,23,,,,,,,,,,,,105,55,50,4,1,3,,,,,,
2022-12-26,884,397,41,25,,,,,,,,,,,,111,55,56,5,4,1,,,,,,
2022-12-27,895,405,43,27,,,,,,,,,,,,120,52,68,8,3,5,,,,,,
2022-12-28,911,424,43,27,,,,,,,,,,,,143,67,76,5,3,2,,,,,,
2022-12-29,923,438,39,22,,,,,,,,,,,,180,79,101,11,4,7,,,,,,
2022-12-30,928,448,41,24,,,,,,,,,,,,172,70,102,12,4,8,,,,,,
2022-12-31,924,446,41,24,,,,,,,,,,,,147,73,74,7,5,2,,,,,,
2023-01-01,943,453,42,22,,,,,,,,,,,,128,63,65,1,0,1,,,,,,
2023-01-02,962,465,45,23,,,,,,,,,,,,103,39,64,3,2,1,,,,,,
2023-01-03,964,467,48,24,,,,,,,,,,,,111,47,64,7,5,2,,,,,,
2023-01-04,967,470,43,26,,,,,,,,,,,,126,61,65,12,9,3,,,,,,
2023-01-05,952,458,35,23,,,,,,,,,,,,149,70,79,9,2,7,,,,,,
2023-01-06,925,439,34,24,,,,,,,,,,,,140,65,75,6,4,2,,,,,,
2023-01-07,902,422,33,21,,,,,,,,,,,,118,43,75,2,1,1,,,,,,
2023-01-08,906,424,32,21,,,,,,,,,,,,93,42,51,10,7,3,,,,,,
2023-01-09,931,430,33,23,,,,,,,,,,,,69,30,39,5,4,1,,,,,,
2023-01-10,934,423,34,23,,,,,,,,,,,,131,56,75,4,2,2,,,,,,
2023-01-11,927,408,33,22,,,,,,,,,,,,108,46,62,4,2,2,,,,,,
2023-01-12,914,398,37,23,,,,,,,,,,,,114,52,62,5,5,0,,,,,,
2023-01-13,895,390,37,22,,,,,,,,,,,,106,41,65,7,2,5,,,,,,
2023-01-14,861,368,35,18,,,,,,,,,,,,95,37,58,7,3,4,,,,,,
2023-01-15,871,375,32,17,,,,,,,,,,,,77,29,48,4,0,4,,,,,,
2023-01-16,899,389,31,16,,,,,,,,,,,,74,33,41,2,1,1,,,,,,
2023-01-17,884,386,35,18,,,,,,,,,,,,84,41,43,3,1,2,,,,,,
2023-01-18,863,378,34,18,,,,,,,,,,,,99,43,56,5,2,3,,,,,,
2023-01-19,851,371,31,15,,,,,,,,,,,,90,38,52,6,4,2,,,,,,
2023-01-20,836,367,26,15,,,,,,,,,,,,110,41,69,7,4,3,,,,,,
2023-01-21,805,356,28,16,,,,,,,,,,,,89,28,61,2,1,1,,,,,,
