"date","source","date_start","date_end","region","sub_region_1","active_hospitalizations","active_icu"
"2020-10-04",,"2020-10-04","2020-10-04","NB",,,
"2020-10-05","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0504.html","2020-10-05","2020-10-05","NB",,,
"2020-10-06","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0507.html","2020-10-06","2020-10-06","NB",,,
"2020-10-07","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0509.html","2020-10-07","2020-10-07","NB",,,
"2020-10-08","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0515.html","2020-10-08","2020-10-08","NB",,,
"2020-10-09","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0517.html","2020-10-09","2020-10-09","NB",,,
"2020-10-10","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0519.html","2020-10-10","2020-10-10","NB",,,
"2020-10-11","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0520.html","2020-10-11","2020-10-11","NB",,,
"2020-10-12","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0522.html","2020-10-12","2020-10-12","NB",,,
"2020-10-13","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0526.html","2020-10-13","2020-10-13","NB",,,
"2020-10-14","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0531.html","2020-10-14","2020-10-14","NB",,,
"2020-10-15","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0534.html","2020-10-15","2020-10-15","NB",,,
"2020-10-16","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0535.html","2020-10-16","2020-10-16","NB",,,
"2020-10-17","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0536.html","2020-10-17","2020-10-17","NB",,,
"2020-10-18","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0537.html","2020-10-18","2020-10-18","NB",,,
"2020-10-19","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0541.html","2020-10-19","2020-10-19","NB",,,
"2020-10-20","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0547.html","2020-10-20","2020-10-20","NB",,,
"2020-10-21","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0548.html","2020-10-21","2020-10-21","NB",,,
"2020-10-22","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0550.html","2020-10-22","2020-10-22","NB",,,
"2020-10-23","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0551.html","2020-10-23","2020-10-23","NB",,,
"2020-10-24","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0552.html","2020-10-24","2020-10-24","NB",,,
"2020-10-25","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0553.html","2020-10-25","2020-10-25","NB",,,
"2020-10-26","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0554.html","2020-10-26","2020-10-26","NB",,,
"2020-10-27","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0555.html","2020-10-27","2020-10-27","NB",,,
"2020-10-28","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0558.html","2020-10-28","2020-10-28","NB",,,
"2020-10-29","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0562.html","2020-10-29","2020-10-29","NB",,,
"2020-10-30","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0566.html","2020-10-30","2020-10-30","NB",,,
"2020-10-31","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0570.html","2020-10-31","2020-10-31","NB",,,
"2020-11-01","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0571.html","2020-11-01","2020-11-01","NB",,,
"2020-11-02","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0573.html","2020-11-02","2020-11-02","NB",,,
"2020-11-03","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0576.html","2020-11-03","2020-11-03","NB",,,
"2020-11-04","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0579.html","2020-11-04","2020-11-04","NB",,,
"2020-11-05","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0584.html","2020-11-05","2020-11-05","NB",,,
"2020-11-06","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0585.html","2020-11-06","2020-11-06","NB",,,
"2020-11-07","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0586.html","2020-11-07","2020-11-07","NB",,,
"2020-11-08","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0587.html","2020-11-08","2020-11-08","NB",,,
"2020-11-09","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0589.html","2020-11-09","2020-11-09","NB",,,
"2020-11-10","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0590.html","2020-11-10","2020-11-10","NB",,,
"2020-11-11","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0591.html","2020-11-11","2020-11-11","NB",,,
"2020-11-12","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0595.html","2020-11-12","2020-11-12","NB",,,
"2020-11-13","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0598.html","2020-11-13","2020-11-13","NB",,,
"2020-11-14","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0599.html","2020-11-14","2020-11-14","NB",,,
"2020-11-15","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0600.html","2020-11-15","2020-11-15","NB",,,
"2020-11-16","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0604.html","2020-11-16","2020-11-16","NB",,,
"2020-11-17","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0607.html","2020-11-17","2020-11-17","NB",,,
"2020-11-18","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0615.html","2020-11-18","2020-11-18","NB",,,
"2020-11-19","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0617.html","2020-11-19","2020-11-19","NB",,,
"2020-11-20","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0622.html","2020-11-20","2020-11-20","NB",,,
"2020-11-21","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0624.html","2020-11-21","2020-11-21","NB",,,
"2020-11-22","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0626.html","2020-11-22","2020-11-22","NB",,,
"2020-11-23","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0630.html","2020-11-23","2020-11-23","NB",,,
"2020-11-24","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0635.html","2020-11-24","2020-11-24","NB",,,
"2020-11-25","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0637.html","2020-11-25","2020-11-25","NB",,,
"2020-11-26","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0640.html","2020-11-26","2020-11-26","NB",,,
"2020-11-27","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0643.html","2020-11-27","2020-11-27","NB",,,
"2020-11-28","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0644.html","2020-11-28","2020-11-28","NB",,,
"2020-11-29","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0645.html","2020-11-29","2020-11-29","NB",,,
"2020-11-30","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0648.html","2020-11-30","2020-11-30","NB",,,
"2020-12-01","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0650.html","2020-12-01","2020-12-01","NB",,,
"2020-12-02","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0651.html","2020-12-02","2020-12-02","NB",,,
"2020-12-03","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0654.html","2020-12-03","2020-12-03","NB",,,
"2020-12-04","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0658.html","2020-12-04","2020-12-04","NB",,,
"2020-12-05","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0660.html","2020-12-05","2020-12-05","NB",,,
"2020-12-06","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0663.html","2020-12-06","2020-12-06","NB",,,
"2020-12-07","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0665.html","2020-12-07","2020-12-07","NB",,,
"2020-12-08","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0667.html","2020-12-08","2020-12-08","NB",,,
"2020-12-09","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0672.html","2020-12-09","2020-12-09","NB",,,
"2020-12-10","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0674.html","2020-12-10","2020-12-10","NB",,,
"2020-12-11","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0679.html","2020-12-11","2020-12-11","NB",,,
"2020-12-12","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0680.html","2020-12-12","2020-12-12","NB",,,
"2020-12-13","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0681.html","2020-12-13","2020-12-13","NB",,,
"2020-12-14","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0683.html","2020-12-14","2020-12-14","NB",,,
"2020-12-15","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0684.html","2020-12-15","2020-12-15","NB",,,
"2020-12-16","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0688.html","2020-12-16","2020-12-16","NB",,,
"2020-12-17","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0694.html","2020-12-17","2020-12-17","NB",,,
"2020-12-18","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0698.html","2020-12-18","2020-12-18","NB",,,
"2020-12-19","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0703.html","2020-12-19","2020-12-19","NB",,,
"2020-12-20","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0704.html","2020-12-20","2020-12-20","NB",,,
"2020-12-21","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0708.html","2020-12-21","2020-12-21","NB",,,
"2020-12-22","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0712.html","2020-12-22","2020-12-22","NB",,,
"2020-12-23","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0713.html","2020-12-23","2020-12-23","NB",,,
"2020-12-24","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0715.html","2020-12-24","2020-12-24","NB",,,
"2020-12-25","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0717.html","2020-12-25","2020-12-25","NB",,,
"2020-12-26","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0718.html","2020-12-26","2020-12-26","NB",,,
"2020-12-27","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0719.html","2020-12-27","2020-12-27","NB",,,
"2020-12-28","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0720.html","2020-12-28","2020-12-28","NB",,,
"2020-12-29","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0722.html","2020-12-29","2020-12-29","NB",,,
"2020-12-30","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0723.html","2020-12-30","2020-12-30","NB",,,
"2020-12-31","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.12.0725.html","2020-12-31","2020-12-31","NB",,,
"2021-01-01","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0001.html","2021-01-01","2021-01-01","NB",,,
"2021-01-02","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0002.html","2021-01-02","2021-01-02","NB",,,
"2021-01-03","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0003.html","2021-01-03","2021-01-03","NB",,,
"2021-01-04","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0005.html","2021-01-04","2021-01-04","NB",,,
"2021-01-05","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0007.html","2021-01-05","2021-01-05","NB",,,
"2021-01-06","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0010.html","2021-01-06","2021-01-06","NB",,,
"2021-01-07","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0012.html","2021-01-07","2021-01-07","NB",,,
"2021-01-08","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0015.html","2021-01-08","2021-01-08","NB",,,
"2021-01-09","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0016.html","2021-01-09","2021-01-09","NB",,,
"2021-01-10","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0017.html","2021-01-10","2021-01-10","NB",,,
"2021-01-11","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0020.html","2021-01-11","2021-01-11","NB",,,
"2021-01-12","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0022.html","2021-01-12","2021-01-12","NB",,,
"2021-01-13","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0023.html","2021-01-13","2021-01-13","NB",,,
"2021-01-14","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0025.html","2021-01-14","2021-01-14","NB",,,
"2021-01-15","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0027.html","2021-01-15","2021-01-15","NB",,,
"2021-01-16","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0030.html","2021-01-16","2021-01-16","NB",,,
"2021-01-17","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0032.html","2021-01-17","2021-01-17","NB",,,
"2021-01-18","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0034.html","2021-01-18","2021-01-18","NB",,,
"2021-01-19","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0039.html","2021-01-19","2021-01-19","NB",,,
"2021-01-20","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0041.html","2021-01-20","2021-01-20","NB",,,
"2021-01-21","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0046.html","2021-01-21","2021-01-21","NB",,,
"2021-01-22","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0049.html","2021-01-22","2021-01-22","NB",,,
"2021-01-23","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0050.html","2021-01-23","2021-01-23","NB",,,
"2021-01-24","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0051.html","2021-01-24","2021-01-24","NB",,,
"2021-01-25","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0056.html","2021-01-25","2021-01-25","NB",,,
"2021-01-26","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0059.html","2021-01-26","2021-01-26","NB",,,
"2021-01-27","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0063.html","2021-01-27","2021-01-27","NB",,,
"2021-01-28","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0064.html","2021-01-28","2021-01-28","NB",,,
"2021-01-29","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0068.html","2021-01-29","2021-01-29","NB",,,
"2021-01-30","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0069.html","2021-01-30","2021-01-30","NB",,,
"2021-01-31","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0070.html","2021-01-31","2021-01-31","NB",,,
"2021-02-01","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0073.html","2021-02-01","2021-02-01","NB",,,
"2021-02-02","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0076.html","2021-02-02","2021-02-02","NB",,,
"2021-02-03","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0077.html","2021-02-03","2021-02-03","NB",,,
"2021-02-04","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0079.html","2021-02-04","2021-02-04","NB",,,
"2021-02-05","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0080.html","2021-02-05","2021-02-05","NB",,,
"2021-02-06","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0081.html","2021-02-06","2021-02-06","NB",,,
"2021-02-07","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0083.html","2021-02-07","2021-02-07","NB",,,
"2021-02-08","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0086.html","2021-02-08","2021-02-08","NB",,,
"2021-02-09","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0091.html","2021-02-09","2021-02-09","NB",,,
"2021-02-10","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0093.html","2021-02-10","2021-02-10","NB",,,
"2021-02-11","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0097.html","2021-02-11","2021-02-11","NB",,,
"2021-02-12","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0103.html","2021-02-12","2021-02-12","NB",,,
"2021-02-13","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0104.html","2021-02-13","2021-02-13","NB",,,
"2021-02-14","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0105.html","2021-02-14","2021-02-14","NB",,,
"2021-02-15","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0106.html","2021-02-15","2021-02-15","NB",,,
"2021-02-16","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0111.html","2021-02-16","2021-02-16","NB",,,
"2021-02-17","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0114.html","2021-02-17","2021-02-17","NB",,,
"2021-02-18","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0117.html","2021-02-18","2021-02-18","NB",,,
"2021-02-19","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0123.html","2021-02-19","2021-02-19","NB",,,
"2021-02-20","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0124.html","2021-02-20","2021-02-20","NB",,,
"2021-02-21","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0125.html","2021-02-21","2021-02-21","NB",,,
"2021-02-22","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0128.html","2021-02-22","2021-02-22","NB",,,
"2021-02-23","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0137.html","2021-02-23","2021-02-23","NB",,,
"2021-02-24","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0141.html","2021-02-24","2021-02-24","NB",,,
"2021-02-25","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0144.html","2021-02-25","2021-02-25","NB",,,
"2021-02-26","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0148.html","2021-02-26","2021-02-26","NB",,,
"2021-02-27","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0149.html","2021-02-27","2021-02-27","NB",,,
"2021-02-28","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.02.0150.html","2021-02-28","2021-02-28","NB",,,
"2021-03-01","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.03.0153.html","2021-03-01","2021-03-01","NB",,,
"2021-03-02","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.03.0156.html","2021-03-02","2021-03-02","NB",,,
"2021-03-03","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.03.0161.html","2021-03-03","2021-03-03","NB",,,
"2021-03-04","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.03.0165.html","2021-03-04","2021-03-04","NB",,,
"2021-03-05","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.03.0169.html","2021-03-05","2021-03-05","NB",,,
"2021-03-06","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.03.0170.html","2021-03-06","2021-03-06","NB",,,
"2021-03-07","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.03.0171.html","2021-03-07","2021-03-07","NB",,,
